'data-make';'data-model';'data-year';'data-trim';'data-extcolor';'data-intcolor';'data-trans';'data-price';'data-engine';'data-fueltype';'data-vehicletype';'data-bodystyle';'data-name';'data-vin';'data-modelcode';'data-msrp';'data-stocknum'
'Ford';'Escape';'2019';'SEL';'Agate Black Metallic';'Charcoal Black';'Automatic';'27795';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SEL';'1FMCU9HD0KUA48800';'U9H';'33995';'U14056'
'Ford';'Escape';'2019';'SE';'Oxford White';'Chromite Gray/Chrcl Black';'Automatic';'25995';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE';'1FMCU9GD7KUB19086';'U9G';'28995';'U14059'
'GMC';'Acadia';'2019';'SLE';'Summit White';'Jet Black';'Automatic';'32795';'2.5L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 GMC Acadia SLE';'1GKKNSLA7KZ123730';'TNK26';'36995';'U14174'
'Subaru';'WRX';'2019';'Premium';'Dark Gray Metallic';'Carbon Black';'Manual';'30495';'2.0L H4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2019 Subaru WRX Premium';'JF1VA1C64K9802824';'KUO';'36995';'U14178'
'Nissan';'Pathfinder';'2019';'SV';'Caspian Blue Metallic';'Charcoal';'Variable';'27495';'3.5L V6 24V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Nissan Pathfinder SV';'5N1DR2MMXKC591936';'25219';'32995';'U14182'
'Ford';'Expedition';'2019';'XLT';'Ruby Red Metallic Tinted Clearcoat';'Medium Stone';'Automatic';'51995';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Expedition XLT';'1FMJU1JT3KEA30229';'U1J';'55995';'U14080'
'Mazda';'Mazda CX-3';'2019';'Touring';'Soul Red Crystal Metallic';'Black';'Automatic';'24995';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Mazda CX-3 Touring';'JM1DKFC78K1410534';'CX3TRXA';'29995';'U30012'
'Ford';'F-150';'2019';'LARIAT';'Red';'';'Automatic';'48495';'5.0L V8 32V PDI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford F-150 LARIAT';'1FTEW1E58KFA04022';'W1E';'51995';'U30019'
'GMC';'Acadia';'2019';'SLE';'Summit White';'Jet Black';'Automatic';'33495';'2.5L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 GMC Acadia SLE';'1GKKNSLA4KZ254825';'TNK26';'37995';'U30021'
'Ford';'Escape';'2019';'SE';'Silver';'';'Automatic';'28495';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Escape SE';'1FMCU9GD0KUA66408';'U9G';'33995';'U30025'
'Subaru';'Ascent';'2019';'Limited';'Crystal Black Pearl';'Warm Ivory';'Variable';'36495';'2.4L H4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Subaru Ascent Limited';'4S4WMAPD9K3459411';'KCE';'40995';'U30030'
'Toyota';'Highlander';'2019';'Base';'Silver';'';'Automatic';'38495';'3.5L V6 24V PDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Toyota Highlander';'5TDJZRFH2KS933894';'';'43995';'U30031'
'Mazda';'Mazda CX-5';'2019';'Touring';'Snowflake White Pearl Mica';'Black';'Automatic';'28495';'2.5L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Mazda CX-5 Touring';'JM3KFBCM1K0535463';'CX5TRXA';'33995';'U30026'
'Ford';'Explorer';'2019';'Sport';'Blue Metallic';'Ebony Black w/Red Accent';'Automatic';'40995';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer Sport';'1FM5K8GT5KGB51131';'K8G';'44995';'U14094'
'Ford';'Fusion Hybrid';'2019';'SE';'Blue';'';'Variable';'23995';'2.0L I4 16V MPFI DOHC Hybrid';'Hybrid Fuel';'used';'4dr Car';'2019 Ford Fusion Hybrid SE';'3FA6P0LU9KR157278';'P0L';'26995';'U30037'
'Subaru';'Impreza';'2019';'Premium';'Crimson Red Pearl';'Ivory';'Variable';'25495';'2.0L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Hatchback';'2019 Subaru Impreza Premium';'4S3GTAC69K3717686';'KLD';'28995';'U30038'
'Ford';'Edge';'2019';'SEL';'Baltic Sea Green Metallic';'Ebony';'Automatic';'32495';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Edge SEL';'2FMPK4J98KBB73128';'K4J';'35995';'U14103'
'Ford';'Flex';'2019';'Limited EcoBoost';'Agate Black';'Dark Earth Gray';'Automatic';'41495';'3.5L V6 24V GDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Flex Limited EcoBoost';'2FMHK6DT6KBA07679';'K6D';'45995';'U14109'
'Jeep';'Cherokee';'2019';'Limited';'Granite Crystal Metallic Clearcoat';'Black';'Automatic';'27995';'3.2L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Jeep Cherokee Limited';'1C4PJMDX3KD384927';'KLJP74';'29995';'U30053'
'Chevrolet';'Tahoe';'2019';'LT';'Black';'Jet Black';'Automatic';'50995';'5.3L V8 16V GDI OHV';'Flex Fuel';'used';'Sport Utility';'2019 Chevrolet Tahoe LT';'1GNSKBKC5KR107945';'CK15706';'52995';'U30051'
'Lincoln';'MKC';'2019';'Select';'Infinite Black Metallic';'Cappuccino';'Automatic';'33995';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Lincoln MKC Select';'5LMCJ2D9XKUL53381';'J2D';'36995';'U30052'
'Ford';'Explorer';'2019';'XLT';'White Platinum Metallic Tri Coat';'';'Automatic';'34995';'3.5L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT';'1FM5K8D88KGA82452';'K8D';'37995';'U14124'
'Ford';'Ranger';'2019';'XLT';'Magnetic Metallic';'Ebony';'Automatic';'40995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2019 Ford Ranger XLT';'1FTER4FH5KLB02556';'R4F';'43995';'U14122'
'Honda';'CR-V';'2019';'EX';'White';'';'Variable';'31995';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2019 Honda CR-V EX';'2HKRW2H54KH626383';'RW2H5KJW';'35995';'U30059'
'Acura';'MDX';'2019';'3.5';'Majestic Black Pearl';'Parchment';'Automatic';'40995';'3.5L V6 24V GDI SOHC';'Gasoline Fuel';'used';'Sport Utility';'2019 Acura MDX 3.5';'5J8YD4H38KL027205';'YD4H3KJNW';'43995';'U14119'
'Ford';'Explorer';'2019';'XLT';'Magnetic Metallic';'Ebony Black';'Automatic';'35995';'6 Cyl - 3.5 L';'Gasoline Fuel';'used';'Sport Utility';'2019 Ford Explorer XLT';'1FM5K8D86KGB00687';'K8D';'0';'U14191'
'Toyota';'RAV4';'2020';'XLE Premium';'Blueprint';'Black';'Automatic';'38995';'2.5L I4 16V PDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Toyota RAV4 XLE Premium';'2T3A1RFV7LC077183';'4478';'44995';'U14131'
'Subaru';'Outback';'2020';'Premium';'Magnetite Gray Metallic';'Titanium Gray';'Variable';'32795';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Outback Premium';'4S4BTAEC5L3265522';'LDD';'38995';'U14003'
'Toyota';'Tundra';'2020';'Base';'Black';'';'Automatic';'49995';'5.7L V8 32V MPFI DOHC';'Gasoline Fuel';'used';'Crew Cab Pickup';'2020 Toyota Tundra';'5TFDY5F12LX890424';'';'51995';'U14143'
'Ford';'Mustang';'2020';'Shelby GT500';'Grabber Lime';'Ebony w/Smoke Gray';'Automatic';'89995';'5.2L V8 32V MPFI DOHC Supercharged';'Gasoline Fuel';'used';'2dr Car';'2020 Ford Mustang Shelby GT500';'1FA6P8SJ9L5503579';'P8S';'93995';'U14052'
'Ford';'Explorer';'2020';'XLT';'Black';'';'Automatic';'41995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Explorer XLT';'1FMSK8DH6LGC06464';'K8D';'47995';'U14064'
'Ford';'Escape';'2020';'SE';'';'';'Automatic';'28795';'1.5L I3 12V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Escape SE';'1FMCU9G66LUB85423';'U9G';'32995';'U14175'
'Dodge';'Durango';'2020';'GT Plus';'White Knuckle Clearcoat';'Black';'Automatic';'40495';'3.6L V6 24V MPFI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Dodge Durango GT Plus';'1C4RDJDG1LC229881';'WDEH75';'45995';'U30005'
'RAM';'1500';'2020';'Big Horn';'Diamond Black Crystal Pearlcoat';'Diesel Gray/Black';'Automatic';'41995';'5.7L V8 16V MPFI OHV';'Gasoline Fuel';'used';'Crew Cab Pickup';'2020 RAM 1500 Big Horn';'1C6SRFBT4LN224394';'DT6H41';'47995';'U14078'
'Ford';'Explorer';'2020';'XLT';'Iconic Silver Metallic';'Ebony';'Automatic';'39995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Explorer XLT';'1FMSK8DH2LGA66994';'K8D';'42995';'U14096'
'Volvo';'XC90';'2020';'Momentum';'White';'';'Automatic';'53495';'2.0L I4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Volvo XC90 Momentum';'YV4A22PK2L1586245';'XC90T6MAWD7';'57995';'U30029'
'Subaru';'Forester';'2020';'Premium Awd';'Crystal Black Silica';'Gray';'Variable';'33995';'2.5L H4 16V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2020 Subaru Forester Premium Awd';'JF2SKAJC3LH403897';'LFF';'37999';'U30034'
'Ford';'Fusion';'2020';'SE';'Magnetic Metallic';'Ebony';'Automatic';'27795';'1.5L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'4dr Car';'2020 Ford Fusion SE';'3FA6P0HD9LR102145';'P0H';'29995';'U14098'
'Ford';'Edge';'2020';'Titanium';'Star White Metallic Tri-Coat';'Soft Ceramic';'Automatic';'39795';'2.0L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Edge Titanium';'2FMPK4K91LBA86221';'K4K';'41995';'U14114'
'Ford';'Explorer';'2020';'XLT';'Silver Spruce Metallic';'Ebony';'Automatic';'39995';'2.3L I4 16V GDI DOHC Turbo';'Gasoline Fuel';'used';'Sport Utility';'2020 Ford Explorer XLT';'1FMSK8DH2LGA08495';'K8D';'43995';'U14120'
'Ford';'Fusion';'2020';'Titanium';'Magnetic Metallic';'';'Automatic';'29995';'4 Cyl - 2.0 L';'Gasoline Fuel';'used';'4dr Car';'2020 Ford Fusion Titanium';'3FA6P0D90LR133334';'P0D';'0';'U30064'
'RAM';'1500';'2021';'Big Horn';'Billet Silver Metallic Clearcoat';'Black';'Automatic';'44995';'3.6L V6 24V MPFI DOHC';'Hybrid Fuel';'used';'Crew Cab Pickup';'2021 RAM 1500 Big Horn';'1C6RRFFG7MN645135';'DT6H98';'48995';'U14004'
'Toyota';'RAV4';'2021';'Hybrid Limited';'Black';'';'Variable';'43995';'2.5L I4 16V PDI DOHC Hybrid';'Hybrid Fuel';'used';'Sport Utility';'2021 Toyota RAV4 Hybrid Limited';'4T3D6RFVXMU012598';'4534';'46995';'U30004'
'Chevrolet';'Traverse';'2021';'LT Leather';'Mosaic Black Metallic';'Jet Black';'Automatic';'44495';'3.6L V6 24V GDI DOHC';'Gasoline Fuel';'used';'Sport Utility';'2021 Chevrolet Traverse LT Leather';'1GNEVHKW8MJ106212';'1NW56';'46995';'U30036'
'Ford';'F-150';'2021';'XLT';'Agate Black Metallic';'Black';'Automatic';'47995';'2.7L V6 24V PDI DOHC Twin Turbo';'Gasoline Fuel';'used';'Crew Cab Pickup';'2021 Ford F-150 XLT';'1FTEW1EP6MKD10938';'W1E';'49995';'U14192'
